Reactant_pair,CAR,KEGG_reactions,RPAIR_main,source,target
C00047_C19889,0.375,"R09779,R10933,R11208,R11209",True,C00047,C19889
C00048_C03961,0.375,"R00478,R09717,R09718",True,C00048,C03961
C00048_C06027,0.375,R00934,True,C00048,C06027
C00051_C00127,0.375,"R00094,R00274,R02824,R04039",True,C00051,C00127
C00058_C00209,0.375,R00522,True,C00058,C00209
C00059_C02914,0.375,R01448,False,C00059,C02914
C00060_C02133,0.375,R00539,True,C00060,C02133
C00062_C02993,0.375,"R00735,R05671",True,C00062,C02993
C00065_C03872,0.375,"R02563,R02817",True,C00065,C03872
C00071_C00161,0.375,R00636,True,C00071,C00161
C00084_C00222,0.375,R06973,True,C00084,C00222
C00097_C00491,0.375,R00892,True,C00097,C00491
C00097_C00542,0.375,"R01001,R01286,R02508,R03217,R03260,R08632",True,C00097,C00542
C00106_C00526,0.375,R02484,True,C00106,C00526
C00111_C00354,0.375,"R01068,R01069,R01070",True,C00111,C00354
C00111_C00546,0.375,R01016,True,C00111,C00546
C00118_C00354,0.375,"R01068,R01069,R01070",True,C00118,C00354
C00124_C00761,0.375,R02595,False,C00124,C00761
C00124_C04197,0.375,R04333,False,C00124,C04197
C00137_C03868,0.375,R04333,True,C00137,C03868
C00147_C00170,0.375,"R01401,R01402",True,C00147,C00170
C00153_C03150,0.375,"R01273,R02294",True,C00153,C03150
C00156_C05848,0.375,"R05000,R09040",True,C00156,C05848
C00164_C01036,0.375,R01364,False,C00164,C01036
C00169_C01563,0.375,R01395,True,C00169,C01563
C00189_C00346,0.375,"R01468,R06870",True,C00189,C00346
C00193_C01408,0.375,R00027,False,C00193,C01408
C00197_C11516,0.375,R05768,True,C00197,C11516
C00204_C00577,0.375,"R08570,R10550,R10616",True,C00204,C00577
C00226_C02434,0.375,R01999,False,C00226,C02434
C00253_C05841,0.375,R10046,True,C00253,C05841
C00262_C19787,0.375,R09668,True,C00262,C19787
C00288_C20969,0.375,R10948,True,C00288,C20969
C00296_C02572,0.375,R02195,True,C00296,C02572
C00315_C00986,0.375,"R01914,R01915",True,C00315,C00986
C00320_C02084,0.375,R10150,True,C00320,C02084
C00347_C21763,0.375,R11915,False,C00347,C21763
C00355_C08543,0.375,R08827,True,C00355,C08543
C00378_C04294,0.375,R02133,True,C00378,C04294
C00400_C03962,0.375,R02179,True,C00400,C03962
C00423_C04164,0.375,R02256,True,C00423,C04164
C00479_C02948,0.375,R00038,True,C00479,C02948
C00493_C10434,0.375,"R07433,R10701",True,C00493,C10434
C00542_C17234,0.375,R08632,False,C00542,C17234
C00556_C12537,0.375,R09528,True,C00556,C12537
C00596_C01273,0.375,R02606,True,C00596,C01273
C00650_C01855,0.375,"R02709,R04296,R10035",True,C00650,C01855
C00698_C01334,0.375,"R00052,R00069,R00274,R00602,R02107,R03208,R03953,R07942,R07977,R07978,R07979,R08522,R08523,R09505,R09563,R00297,R00298,R00361,R00476,R00639,R00849,R01025,R01045,R01742,R02824,R03257,R03793,R04039,R04160,R06325,R06355,R06356,R06394,R06395,R06678,R06694,R06753,R06958,R07120,R07153,R07154,R07155,R10625,R07945,R08290,R08330,R08335,R08361,R08424,R08464,R08466,R08758,R08759,R08865,R09103,R09109,R09113,R09149,R09354,R09412,R09413,R09414,R09415,R09448,R09455,R09456,R09468,R09848,R10150,R10575,R11344,R11591",False,C00698,C01334
C00706_C21299,0.375,R11354,False,C00706,C21299
C00708_C01382,0.375,"R03539,R03973,R08520",True,C00708,C01382
C00720_C01324,0.375,R09505,False,C00720,C01324
C00720_C01371,0.375,R09505,True,C00720,C01371
C00857_C01185,0.375,"R03004,R03005",True,C00857,C01185
C00882_C01134,0.375,"R03035,R03036",True,C00882,C01134
C01069_C03719,0.375,R03213,True,C01069,C03719
C01334_C01371,0.375,"R00052,R00069,R00274,R00602,R02107,R03208,R03953,R07942,R07977,R07978,R07979,R08522,R08523,R09505,R09563,R00297,R00298,R00361,R00476,R00639,R00849,R01025,R01045,R01742,R02824,R03257,R03793,R04039,R04160,R06325,R06355,R06356,R06394,R06395,R06678,R06694,R06753,R06958,R07120,R07153,R07154,R07155,R10625,R07945,R08290,R08330,R08335,R08361,R08424,R08464,R08466,R08758,R08759,R08865,R09103,R09109,R09113,R09149,R09354,R09412,R09413,R09414,R09415,R09448,R09455,R09456,R09468,R09848,R10150,R10575,R11344,R11591",True,C01334,C01371
C01855_C03742,0.375,"R02709,R04296,R10035",False,C01855,C03742
C02297_C02311,0.375,R03910,False,C02297,C02311
C02627_C20353,0.375,R10096,True,C02627,C20353
C02646_C05855,0.375,"R04005,R04006",True,C02646,C05855
C02860_C04422,0.375,R04071,True,C02860,C04422
C02860_C16676,0.375,R08369,True,C02860,C16676
C02863_C03788,0.375,R04072,False,C02863,C03788
C03201_C05212,0.375,R07389,True,C03201,C05212
C03401_C20961,0.375,R10940,True,C03401,C20961
C03820_C04598,0.375,R04321,True,C03820,C04598
C05688_C05699,0.375,"R04930,R04941",True,C05688,C05699
C06717_C11502,0.375,R05715,True,C06717,C11502
C06866_C16666,0.375,R09091,True,C06866,C16666
C07649_C16633,0.375,R08229,True,C07649,C16633
C12468_C20629,0.375,"R10453,R06776",True,C12468,C20629
C19689_C19690,0.375,"R09561,R09563",True,C19689,C19690
C20891_C20893,0.375,R10840,True,C20891,C20893
C21736_C21737,0.375,R11876,False,C21736,C21737
C01271_C21680,0.374,R11801,False,C01271,C21680
C19811_C19812,0.374,R09682,True,C19811,C19812
C20705_C20706,0.374,R10579,True,C20705,C20706
C00158_C20333,0.373,R10090,True,C00158,C20333
C00323_C01850,0.373,R03374,False,C00323,C01850
C00157_C00588,0.372,"R01312,R01321,R02541,R02591,R08969,R09538",True,C00157,C00588
C00223_C12208,0.372,R07432,True,C00223,C12208
C01018_C19758,0.372,"R09632,R10098",False,C01018,C19758
C01018_C20354,0.372,R10098,False,C01018,C20354
C00013_C01005,0.371,R00584,False,C00013,C01005
C00025_C00051,0.371,"R00494,R11861",True,C00025,C00051
C00064_C03933,0.371,"R04011,R04012",False,C00064,C03933
C00121_C00387,0.371,"R01677,R02147",True,C00121,C00387
C00121_C02494,0.371,R03885,True,C00121,C02494
C01944_C02838,0.371,R03779,False,C01944,C02838
C03765_C06160,0.371,R04305,True,C03765,C06160
C00512_C03141,0.37,R02453,False,C00512,C03141
C00043_C04375,0.369,R00417,False,C00043,C04375
C00043_C04667,0.369,R02717,False,C00043,C04667
C00043_C15544,0.369,R07259,False,C00043,C15544
C00224_C01260,0.369,R01618,True,C00224,C01260
C00346_C04635,0.369,R07380,True,C00346,C04635
C00043_C01306,0.368,R03513,False,C00043,C01306
C00043_C19761,0.368,R09634,False,C00043,C19761
C00043_C19804,0.368,R09677,False,C00043,C19804
C11521_C13508,0.368,"R06867,R11543",False,C11521,C13508
C00043_C17582,0.367,R08894,False,C00043,C17582
C00043_C19802,0.367,R09676,False,C00043,C19802
C00065_C00542,0.367,"R01289,R01290",True,C00065,C00542
C00065_C05699,0.367,R04942,True,C00065,C05699
C00109_C00542,0.367,"R01001,R01286,R02508,R03217,R03260,R08632",False,C00109,C00542
C00109_C05699,0.367,"R04930,R04941",True,C00109,C05699
C00022_C01616,0.365,R01683,True,C00022,C01616
C00041_C19719,0.365,R09595,False,C00041,C19719
C00313_C04209,0.365,R04211,False,C00313,C04209
C00190_C19774,0.364,R09642,False,C00190,C19774
C00051_C14855,0.363,R07083,True,C00051,C14855
C00051_C14856,0.363,R07084,True,C00051,C14856
C00043_C04256,0.362,"R00416,R10183",False,C00043,C04256
C00043_C06483,0.362,R04423,False,C00043,C06483
C00043_C20723,0.362,R10596,False,C00043,C20723
C00322_C06157,0.362,R01940,True,C00322,C06157
C00009_C00093,0.36,"R00841,R00847,R00850,R01044,R07298,R08658",False,C00009,C00093
C00009_C02798,0.36,R08200,False,C00009,C02798
C00009_C02979,0.36,R01043,False,C00009,C02979
C00009_C21403,0.36,R11480,False,C00009,C21403
C00043_C04944,0.36,R07258,False,C00043,C04944
C00160_C05406,0.36,R01335,True,C00160,C05406
C00315_C05665,0.36,"R09077,R01920",True,C00315,C05665
C01209_C05753,0.36,"R04960,R07766,R08157,R10172",True,C01209,C05753
C01209_C20376,0.36,R10119,True,C01209,C20376
C00645_C04755,0.359,R04373,False,C00645,C04755
C00129_C00353,0.358,"R02061,R05555",True,C00129,C00353
C02188_C04681,0.358,"R04562,R04563,R04582,R04604,R05145",False,C02188,C04681
C00082_C08565,0.357,"R08825,R08827,R08831,R08835",True,C00082,C08565
C00602_C15544,0.357,R07259,False,C00602,C15544
C02465_C02515,0.357,R03953,False,C02465,C02515
C03021_C04375,0.357,R00417,True,C03021,C04375
C02871_C04375,0.356,R08707,True,C02871,C04375
C00124_C17759,0.355,"R08819,R08823",False,C00124,C17759
C00223_C17742,0.355,"R08809,R08810",False,C00223,C17742
C00897_C06371,0.355,R05166,False,C00897,C06371
C12477_C20637,0.355,R06777,True,C12477,C20637
C00020_C21445,0.354,R11923,False,C00020,C21445
C00012_C01392,0.353,R04730,False,C00012,C01392
C01018_C04698,0.353,R04270,False,C01018,C04698
C01794_C05467,0.353,R03719,True,C01794,C05467
C00024_C00227,0.352,"R00230,R00317,R01620",True,C00024,C00227
C00024_C02560,0.352,R03621,False,C00024,C02560
C00024_C03214,0.352,R00371,False,C00024,C03214
C00024_C05744,0.352,R10707,True,C00024,C05744
C00024_C16622,0.352,R08250,False,C00024,C16622
C00040_C02055,0.352,R00395,False,C00040,C02055
C00086_C00581,0.352,R00775,True,C00086,C00581
C00169_C00288,0.352,"R00575,R01395",False,C00169,C00288
C01563_C20969,0.352,R10949,False,C01563,C20969
C00025_C02320,0.351,R03916,True,C00025,C02320
C00025_C12270,0.351,"R10678,R10687",True,C00025,C12270
C00026_C01682,0.351,R00563,True,C00026,C01682
C00093_C00344,0.351,"R02027,R05081,R10849",True,C00093,C00344
C00093_C01225,0.351,R01193,True,C00093,C01225
C00093_C04641,0.351,"R00853,R05328",True,C00093,C04641
C00093_C04703,0.351,R00854,True,C00093,C04703
C00110_C04213,0.351,R04272,True,C00110,C04213
C00156_C03993,0.351,"R01304,R09039",True,C00156,C03993
C00561_C00844,0.351,"R02558,R03642,R10638",True,C00561,C00844
C00729_C01479,0.351,"R03563,R03564",True,C00729,C01479
C00729_C10860,0.351,R08432,True,C00729,C10860
C02126_C03995,0.351,R04367,True,C02126,C03995
C03201_C20859,0.351,R10804,True,C03201,C20859
C05658_C08481,0.351,R06048,True,C05658,C08481
C06044_C06046,0.351,R05083,True,C06044,C06046
C00008_C04058,0.35,R09880,True,C00008,C04058
C00154_C02588,0.35,"R02367,R02368,R03049,R08381,R08389",False,C00154,C02588
C00249_C02588,0.35,"R02368,R03049",True,C00249,C02588
C00013_C00341,0.349,"R02003,R02009,R02013,R05000,R06120,R07631,R07632,R08396,R08400,R08528,R09040,R09962,R10176,R11087,R11602,R11603,R08393",False,C00013,C00341
C00013_C03190,0.349,R08529,False,C00013,C03190
C00077_C20951,0.349,R10933,True,C00077,C20951
C00463_C03506,0.349,R02340,True,C00463,C03506
C01879_C21730,0.349,R11862,False,C01879,C21730
C21181_C20831,0.349,R10760,True,C21181,C20831
C00007_C00011,0.347,R00983,False,C00007,C00011
C00007_C00058,0.347,R07364,False,C00007,C00058
C00007_C06548,0.347,R05444,False,C00007,C06548
C00058_C00177,0.347,"R00152,R00521,R00524,R00525,R00526,R00527,R00604,R00653,R00944,R00988,R01959,R02509,R02604,R04268,R04911,R05046,R05635,R05865,R06940,R07303,R07662,R08060,R08451,R09126,R09374,R11313,R04879,R07941",False,C00058,C00177
C00067_C00543,0.347,R01588,True,C00067,C00543
C00020_C06197,0.346,R00187,True,C00020,C06197
C00029_C00689,0.346,"R00836,R00837,R02168,R02737,R05767,R11783",True,C00029,C00689
C00106_C00299,0.346,"R01080,R01245,R01273,R01677,R01770,R01876,R02137,R02172,R03885,R08072,R08073,R08080,R08074,R10046,R10346",True,C00106,C00299
C00155_C03539,0.346,R01291,True,C00155,C03539
C00188_C16594,0.346,R08323,True,C00188,C16594
C00380_C00475,0.346,"R02137,R02296",True,C00380,C00475
C00388_C04138,0.346,R07643,True,C00388,C04138
C00530_C18216,0.346,R09105,True,C00530,C18216
C00596_C06587,0.346,"R05359,R05252",True,C00596,C06587
C00596_C07731,0.346,R05360,True,C00596,C07731
C00596_C08062,0.346,R05365,True,C00596,C08062
C02389_C18216,0.346,R09105,False,C02389,C18216
C02512_C05711,0.346,R03970,True,C02512,C05711
C18007_C18008,0.346,R08906,True,C18007,C18008
C00042_C05931,0.345,R00411,True,C00042,C05931
C02567_C18170,0.345,"R03899,R09074",True,C02567,C18170
C00043_C01288,0.344,R02654,False,C00043,C01288
C00043_C04890,0.344,R02789,False,C00043,C04890
C00043_C04891,0.344,R02790,False,C00043,C04891
C00043_C04902,0.344,R04575,False,C00043,C04902
C05337_C05449,0.344,R04811,True,C05337,C05449
C00002_C03462,0.343,R02226,False,C00002,C03462
C01300_C04895,0.342,R11719,False,C01300,C04895
C01455_C09816,0.342,R05598,True,C01455,C09816
C00026_C16254,0.341,"R01700,R03316",True,C00026,C16254
C00051_C02166,0.341,R03059,True,C00051,C02166
C00051_C14863,0.341,R07124,True,C00051,C14863
C00065_C00078,0.341,R00674,True,C00065,C00078
C00065_C00525,0.341,R00674,False,C00065,C00525
C00083_C04205,0.341,R04050,False,C00083,C04205
C00156_C21107,0.341,R11102,False,C00156,C21107
C00568_C20559,0.341,R10337,False,C00568,C20559
C11735_C16561,0.341,R08295,True,C11735,C16561
C00602_C04645,0.34,"R04179,R04180",False,C00602,C04645
C00085_C05382,0.339,"R01827,R08575",False,C00085,C05382
C00165_C13508,0.339,"R06867,R11543",False,C00165,C13508
C00169_C00436,0.339,R01399,False,C00169,C00436
C00169_C00802,0.339,R02937,True,C00169,C00802
C00492_C01235,0.339,R02411,False,C00492,C01235
C02707_C19804,0.339,"R09673,R09677",False,C02707,C19804
C11911_C11994,0.339,R06460,False,C11911,C11994
C14388_C19844,0.339,R09724,False,C14388,C19844
C00167_C19605,0.338,R09426,False,C00167,C19605
C00307_C04598,0.338,R04321,False,C00307,C04598
C00307_C05212,0.338,R07389,False,C00307,C05212
C00022_C00679,0.337,"R02754,R03277",True,C00022,C00679
C00022_C02167,0.337,"R01085,R01364,R03540,R06789,R11257",False,C00022,C02167
C00022_C05601,0.337,R01645,True,C00022,C05601
C00031_C01533,0.337,"R03604,R03605",True,C00031,C01533
C00043_C15574,0.337,R07334,False,C00043,C15574
C00124_C01533,0.337,R03604,False,C00124,C01533
C00134_C00612,0.337,R09074,True,C00134,C00612
C00134_C18172,0.337,"R09079,R09080",True,C00134,C18172
C00157_C00307,0.337,"R01321,R01891,R01929,R03110,R04321,R07389,R09538",False,C00157,C00307
C00307_C00958,0.337,R03110,False,C00307,C00958
C05587_C17754,0.337,R08831,True,C05587,C17754
C00020_C21447,0.336,R11925,False,C00020,C21447
C00022_C00082,0.336,"R00728,R00729,R00737,R09830",True,C00022,C00082
C00022_C06326,0.336,R03732,True,C00022,C06326
C00022_C20258,0.336,R10147,True,C00022,C20258
C02632_C04535,0.336,R05364,False,C02632,C04535
C19885_C21178,0.336,"R11207,R11208",False,C19885,C21178
C00167_C04037,0.335,"R01381,R02634",False,C00167,C04037
C00144_C00242,0.334,R01229,True,C00144,C00242
C00295_C01103,0.334,R01870,True,C00295,C01103
C00385_C00655,0.334,R02142,True,C00385,C00655
C16614_C16615,0.334,R08238,True,C16614,C16615
C03998_C04696,0.333,R04368,True,C03998,C04696
C11911_C11998,0.333,R06461,False,C11911,C11998
C11911_C15684,0.333,R10876,False,C11911,C15684
C00167_C04300,0.332,R03091,False,C00167,C04300
C00167_C10025,0.332,"R09529,R09533",False,C00167,C10025
C00167_C11133,0.332,"R02358,R02478,R02502,R02902,R03091,R03589,R04352,R04353,R04354,R04607,R04683,R06827,R06828,R07106,R07336,R07932,R08259,R08261,R08262,R08263,R08615,R08817,R08824,R09426,R09529,R09635,R09636,R09732",False,C00167,C11133
C00009_C15556,0.331,R04457,False,C00009,C15556
C00025_C20775,0.331,R10677,True,C00025,C20775
C00037_C01419,0.331,R00899,True,C00037,C01419
C00047_C04211,0.331,R03095,True,C00047,C04211
C00048_C01127,0.331,"R00470,R00471,R10283",True,C00048,C01127
C00051_C11278,0.331,R09409,True,C00051,C11278
C00059_C00850,0.331,R01243,False,C00059,C00850
C00059_C00919,0.331,R01028,False,C00059,C00919
C00111_C00447,0.331,R01829,True,C00111,C00447
C00163_C03652,0.331,R01355,True,C00163,C03652
C00320_C05824,0.331,R03132,False,C00320,C05824
C00424_C03827,0.331,"R02261,R03081",False,C00424,C03827
C00498_C00689,0.331,R11783,False,C00498,C00689
C17261_C17262,0.331,R08686,True,C17261,C17262
C19728_C21078,0.331,R11052,False,C19728,C21078
C00167_C03515,0.33,R03589,False,C00167,C03515
C00167_C05504,0.33,R04683,False,C00167,C05504
C00167_C11134,0.33,R02502,False,C00167,C11134
C00167_C11135,0.33,"R02478,R04352",False,C00167,C11135
C00167_C16578,0.33,R08263,False,C00167,C16578
C00167_C16643,0.33,R08262,False,C00167,C16643
C00498_C04641,0.33,"R05328,R08676,R08946,R09665,R11530,R11783",False,C00498,C04641
C00167_C11061,0.329,R02902,False,C00167,C11061
C00167_C11131,0.329,R04354,False,C00167,C11131
C00167_C11132,0.329,R04353,False,C00167,C11132
C00167_C16577,0.329,R08261,False,C00167,C16577
C11933_C12001,0.329,R06450,False,C11933,C12001
C00009_C00197,0.328,"R01511,R01514",False,C00009,C00197
C00009_C00588,0.328,R06871,False,C00009,C00588
C00009_C00631,0.328,"R01748,R08572",False,C00009,C00631
C00009_C01005,0.328,"R00582,R00584,R02853",False,C00009,C01005
C00049_C03406,0.326,R01954,True,C00049,C03406
C00051_C01879,0.326,R11861,False,C00051,C01879
C00167_C14869,0.326,R07106,False,C00167,C14869
C00179_C04498,0.326,R01617,True,C00179,C04498
C00774_C02183,0.326,R02901,True,C00774,C02183
C01451_C02323,0.326,R03558,True,C01451,C02323
C06397_C07838,0.326,R05644,True,C06397,C07838
C17243_C17244,0.326,R08668,True,C17243,C17244
C00043_C04917,0.325,R03514,False,C00043,C04917
C00095_C16688,0.325,R03921,False,C00095,C16688
C00096_C00689,0.325,R02168,False,C00096,C00689
C00124_C02995,0.325,"R00838,R00839,R03256",False,C00124,C02995
C00029_C00089,0.324,"R00806,R01823,R02120",True,C00029,C00089
C00029_C00663,0.324,"R00287,R00289,R00502,R00504,R00881,R00951,R01233,R02677,R04179,R04180",False,C00029,C00663
C00029_C00761,0.324,"R02594,R02595",False,C00029,C00761
C00029_C00844,0.324,R10638,False,C00029,C00844
C00029_C00897,0.324,"R00503,R00766,R00806,R00809,R00836,R00853,R00854,R01192,R01205,R01240,R01304,R01497,R01500,R01912,R01928,R02113,R02118,R02158,R02179,R02256,R02380,R02388,R02594,R02689,R02691,R02709,R02716,R02737,R02791,R02897,R02932,R02951,R03094,R03213,R03267,R03297,R03354,R03380,R03486,R03526,R03547,R03548,R03558,R03565,R03573,R03574,R03588,R03594,R03605,R03625,R03679,R03680,R03681,R03686,R03710,R04005,R04016,R04041,R04071,R04108,R04127,R04296,R04322,R04334,R04359,R04377,R04469,R04431,R04491,R04495,R04531,R04548,R04577,R04579,R04610,R04631,R04948,R05080,R05083,R05107,R05110,R05111,R05164,R05324,R05769,R05882,R06047,R06048,R06534,R06535,R06536,R06546,R06547,R06611,R06795,R06803,R06804,R06805,R06808,R06810,R06812,R06813,R06819,R07260,R07339,R07340,R07426,R07575,R07718,R07720,R07729,R07740,R07753,R07874,R07875,R07877,R07878,R07879,R07911,R07912,R07913,R07914,R07923,R08006,R08007,R08013,R08021,R08075,R08076,R08128,R08164,R08369,R08533,R08534,R08661,R08668,R08687,R08813,R08814,R08816,R08822,R08830,R08839,R08859,R09753,R09755,R09757,R09758,R09759,R09804,R09857,R10037,R10096,R10240,R10264,R10265,R10293,R10294,R10295,R10432,R10434,R10433,R10436,R10440,R10594,R10607,R10638,R10639,R10804,R10807,R10834,R10835,R10850,R10865,R10988,R10989,R10990,R11241,R11271,R11272,R11306,R11599,R11714,R11939,R01823,R02120,R06822,R06825,R07544,R07546,R07655,R07733,R07743,R07756,R07843,R07908,R07909,R08129,R11308",False,C00029,C00897
C00029_C01069,0.324,R03213,False,C00029,C01069
C00029_C01083,0.324,R11306,False,C00029,C01083
C00029_C01158,0.324,R03297,False,C00029,C01158
C00029_C01235,0.324,"R01192,R01194,R02411,R03418",False,C00029,C01235
C00029_C01421,0.324,R03548,False,C00029,C01421
C00029_C01855,0.324,"R02709,R04296,R10035",False,C00029,C01855
C00029_C03692,0.324,"R02689,R02691,R04472,R10850",False,C00029,C03692
C00029_C03962,0.324,R02179,False,C00029,C03962
C00029_C03993,0.324,"R01304,R09039",False,C00029,C03993
C00029_C03996,0.324,R01912,False,C00029,C03996
C00029_C04164,0.324,R02256,False,C00029,C04164
C00029_C04197,0.324,R03094,False,C00029,C04197
C00029_C04415,0.324,"R02951,R05324",False,C00029,C04415
C00029_C04422,0.324,R04071,False,C00029,C04422
C00029_C04641,0.324,"R00853,R05328",False,C00029,C04641
C00029_C04703,0.324,R00854,False,C00029,C04703
C00029_C05158,0.324,"R03710,R04998",False,C00029,C05158
C00029_C05855,0.324,"R04005,R04006",False,C00029,C05855
C00029_C06046,0.324,R05083,False,C00029,C06046
C00029_C08481,0.324,R06048,False,C00029,C08481
C00029_C15772,0.324,R07426,False,C00029,C15772
C00029_C16676,0.324,R08369,False,C00029,C16676
C00029_C16827,0.324,R08534,False,C00029,C16827
C00029_C17240,0.324,R08661,False,C00029,C17240
C00029_C20353,0.324,R10096,False,C00029,C20353
C00029_C20859,0.324,R10804,False,C00029,C20859
C00167_C17752,0.324,R08817,False,C00167,C17752
C04317_C05208,0.324,R04720,True,C04317,C05208
C00029_C01451,0.323,R03558,False,C00029,C01451
C00029_C01527,0.323,R03594,False,C00029,C01527
C00029_C11636,0.323,R10834,False,C00029,C11636
C00029_C16517,0.323,R08164,False,C00029,C16517
C00029_C17244,0.323,R08668,False,C00029,C17244
C00029_C17751,0.323,R08816,False,C00029,C17751
C00029_C17759,0.323,R08839,False,C00029,C17759
C00307_C03640,0.323,R01929,False,C00307,C03640
C00029_C00611,0.322,"R01205,R10829",False,C00029,C00611
C00029_C01533,0.322,R03605,False,C00029,C01533
C00029_C04429,0.322,R02716,False,C00029,C04429
C00029_C04487,0.322,R03380,False,C00029,C04487
C00029_C04831,0.322,R04579,False,C00029,C04831
C00029_C06071,0.322,R10835,False,C00029,C06071
C00128_C04730,0.322,"R03488,R03491",False,C00128,C04730
C00128_C04740,0.322,R03489,False,C00128,C04740
C01209_C05756,0.322,"R04963,R08158",True,C01209,C05756
C00029_C06186,0.321,R05769,False,C00029,C06186
C00033_C00036,0.321,"R00338,R00466,R11617",True,C00033,C00036
C00086_C00603,0.321,R00776,True,C00086,C00603
C00090_C07734,0.321,R05361,True,C00090,C07734
C00124_C00689,0.321,R00837,False,C00124,C00689
C00124_C01175,0.321,"R00063,R03075,R03323",False,C00124,C01175
C00165_C01194,0.321,R03332,False,C00165,C01194
C00441_C20644,0.321,R10673,True,C00441,C20644
C00501_C00663,0.321,R00956,False,C00501,C00663
C00663_C00842,0.321,"R02328,R02329,R11323",False,C00663,C00842
C01177_C19794,0.321,R09669,False,C01177,C19794
C01785_C07734,0.321,R05361,False,C01785,C07734
C03788_C19802,0.321,"R09672,R09676",False,C03788,C19802
C00022_C00659,0.32,R08648,False,C00022,C00659
C00029_C00694,0.32,R04495,False,C00029,C00694
C00029_C01175,0.32,R02380,False,C00029,C01175
C00029_C02591,0.32,"R00766,R08947",True,C00029,C02591
C00029_C02919,0.32,R08533,False,C00029,C02919
C00029_C03423,0.32,"R02118,R07260",False,C00029,C03423
C00029_C04656,0.32,R11714,False,C00029,C04656
C00029_C16443,0.32,R08075,False,C00029,C16443
C00029_C16448,0.32,R08076,False,C00029,C16448
C00029_C02687,0.319,R03681,False,C00029,C02687
C00029_C03503,0.319,R04108,False,C00029,C03503
C00043_C17587,0.319,R08900,False,C00043,C17587
C00043_C21261,0.319,R11282,False,C00043,C21261
C00083_C03147,0.319,R00989,False,C00083,C03147
C00128_C04926,0.319,R04635,False,C00128,C04926
C00233_C15975,0.319,"R01702,R07602",True,C00233,C15975
C00406_C18217,0.319,R09106,False,C00406,C18217
C00498_C11544,0.319,"R09665,R09666",False,C00498,C11544
C00671_C15979,0.319,"R04225,R07604",True,C00671,C15979
C21338_C21348,0.319,R11417,False,C21338,C21348
C00029_C02578,0.318,R01240,False,C00029,C02578
C00029_C03097,0.318,R01240,False,C00029,C03097
C00029_C03142,0.318,R02388,False,C00029,C03142
C00029_C08334,0.318,"R10037,R10039",False,C00029,C08334
C00029_C03502,0.317,R03267,False,C00029,C03502
C00029_C03641,0.317,R02113,False,C00029,C03641
C00029_C04719,0.317,R03573,False,C00029,C04719
C00029_C15555,0.317,R03267,False,C00029,C15555
C02627_C17582,0.317,R08894,True,C02627,C17582
C03758_C08557,0.317,R08835,True,C03758,C08557
C05551_C07086,0.317,R04103,True,C05551,C07086
C05674_C05676,0.317,R04922,True,C05674,C05676
C00024_C00149,0.316,"R00472,R01082,R02419,R10612",True,C00024,C00149
C00024_C02714,0.316,"R01154,R01156",False,C00024,C02714
C00024_C02847,0.316,R02191,False,C00024,C02847
C00029_C04508,0.316,R04041,False,C00029,C04508
C00029_C10216,0.316,R07720,False,C00029,C10216
C00029_C15970,0.316,"R07575,R09723",False,C00029,C15970
C00033_C01073,0.316,R00909,True,C00033,C01073
C00033_C02132,0.316,R00324,True,C00033,C02132
C00033_C02714,0.316,R01156,True,C00033,C02714
C00060_C01885,0.316,"R01351,R07293",True,C00060,C01885
C00060_C02112,0.316,R01352,False,C00060,C02112
C00060_C02119,0.316,R00543,True,C00060,C02119
C00060_C02850,0.316,"R01263,R02192",True,C00060,C02850
C00086_C00179,0.316,R01157,True,C00086,C00179
C00086_C00300,0.316,R01566,True,C00086,C00300
C00086_C03065,0.316,R00913,True,C00086,C03065
C00144_C01261,0.316,R01232,True,C00144,C01261
C00655_C04392,0.316,R02805,True,C00655,C04392
C01563_C20254,0.316,R09980,True,C01563,C20254
C07838_C19881,0.316,R09772,False,C07838,C19881
C16730_C16732,0.316,R08522,False,C16730,C16732
C00016_C00020,0.314,"R00160,R00161,R07636,R10613",True,C00016,C00020
C00020_C01260,0.314,R00184,True,C00020,C01260
C00029_C01418,0.314,R03547,False,C00029,C01418
C00029_C01460,0.314,R06822,False,C00029,C01460
C00029_C01594,0.314,"R03625,R10040",False,C00029,C01594
C00029_C01714,0.314,R06825,False,C00029,C01714
C00029_C04608,0.314,R03574,False,C00029,C04608
C00029_C05713,0.314,"R04948,R04949",False,C00029,C05713
C00029_C09099,0.314,R02897,False,C00029,C09099
C00029_C09126,0.314,R02932,False,C00029,C09126
C00029_C10509,0.314,"R07729,R07733",False,C00029,C10509
C00029_C12137,0.314,R06534,False,C00029,C12137
C00029_C16223,0.314,"R07740,R07743",False,C00029,C16223
C00029_C16406,0.314,R08013,False,C00029,C16406
C00029_C16407,0.314,R08006,False,C00029,C16407
C00029_C16492,0.314,R08129,False,C00029,C16492
C00043_C04806,0.314,R04451,False,C00043,C04806
C00097_C00669,0.314,"R00894,R01585,R02743,R02929,R07414,R08906,R10772,R10902,R10993,R07643",True,C00097,C00669
C00097_C21437,0.314,R11524,False,C00097,C21437
C00114_C00670,0.314,R01030,True,C00114,C00670
C00157_C00550,0.314,R08969,False,C00157,C00550
C00292_C20843,0.314,"R10772,R11561",True,C00292,C20843
C00334_C15767,0.314,R07419,True,C00334,C15767
