Reactant_pair	CAR	KEGG_reactions	RPAIR_main
C00019_C00580	0.13	R11546	FALSE
C00019_C02436	0.13	R02808	FALSE
C00058_C00199	0.13	R07281	TRUE
C00058_C01001	0.13	R08060	TRUE
C00058_C16212	0.13	R07696	FALSE
C00246_C06435	0.13	R01690	TRUE
C00797_C06552	0.13	R05559	TRUE
C00002_C00053	0.129	R00509	FALSE
C00002_C00061	0.129	R00549	FALSE
C00002_C00286	0.129	R01857,R01858,R01880,R02091	FALSE
C00002_C01277	0.129	R03361,R11680	FALSE
C00002_C04549	0.129	R03362,R10951,R03363	FALSE
C00002_C05696	0.129	R04928	FALSE
C00002_C16617	0.129	R08242	FALSE
C00033_C17587	0.129	R08901	TRUE
C00033_C21261	0.129	R11283	FALSE
C00157_C02075	0.129	R04514,R08387	FALSE
C00645_C03272	0.128	R04184,R05631	FALSE
C00002_C00044	0.127	R00330,R00335,R00430,R00431,R00517,R00968,R01135,R03378,R06558	FALSE
C00002_C01284	0.127	R03478,R03479,R05801,R10953	FALSE
C00053_C00634	0.127	R02180,R10873	FALSE
C00053_C00635	0.127	R02181,R07288	FALSE
C00053_C16259	0.127	R07797	FALSE
C00053_C18043	0.127	R08977	FALSE
C00124_C04737	0.127	R03618	TRUE
C00189_C00350	0.127	R02051,R07376,R11062	TRUE
C00189_C04756	0.127	R07385,R07386	TRUE
C00683_C00683	0.127	R02765	FALSE
C00009_C20949	0.126	R10931	FALSE
C00024_C14727	0.126	R06997	FALSE
C00058_C16156	0.126	R07662	TRUE
C00059_C02538	0.126	R03980	FALSE
C00147_C21117	0.126	R11113	FALSE
C00006_C00009	0.125	R00118	TRUE
C00009_C00124	0.125	R00952,R00953,R01555,R02727,R07264,R07265,R09941,R09943,R11398	FALSE
C00009_C21156	0.125	R11305	FALSE
C00024_C04649	0.125	R04466	FALSE
C00022_C00026	0.124	R00258,R01148,R00369,R00396,R00400,R00453,R00576,R00585,R00692,R00907,R01147,R01215,R01261,R01344,R01712,R02050,R02271,R02293,R02970,R03001,R04152,R04187,R05652,R05861,R08197,R08714,R09254,R10178,R10180,R10992,R11038	FALSE
C00022_C00940	0.124	R00576,R01375	FALSE
C00022_C04076	0.124	R00453	FALSE
C00025_C00041	0.124	R00258,R01148,R00369,R00396,R00400,R00453,R00576,R00585,R00692,R00907,R01147,R01215,R01261,R01344,R01712,R02050,R02271,R02293,R02970,R03001,R04152,R04187,R05652,R05861,R08197,R08714,R09254,R10178,R10180,R10992,R11038	FALSE
C00025_C00045	0.124	R01339	FALSE
C00025_C00099	0.124	R00908	FALSE
C00025_C00134	0.124	R01155,R07275	FALSE
C00026_C00161	0.124	R01339	FALSE
C00026_C00222	0.124	R00908	FALSE
C00026_C00555	0.124	R01155,R07275	FALSE
C00033_C21120	0.124	R11116	FALSE
C00040_C21608	0.124	R11781	FALSE
C00041_C00047	0.124	R00453	FALSE
C00041_C00064	0.124	R00576,R01375	FALSE
C00045_C00047	0.124	R02851	FALSE
C00045_C17213	0.124	R08622	FALSE
C00114_C00550	0.124	R02542	TRUE
C00161_C03239	0.124	R02851	FALSE
C00161_C17211	0.124	R08622	FALSE
C00245_C05463	0.124	R04487	TRUE
C00245_C05465	0.124	R03977,R08745	TRUE
C00001_C00199	0.123	R07456	FALSE
C00003_C00153	0.123	R00102,R03446,R07626	TRUE
C00013_C00164	0.123	R01357,R01358	FALSE
C00013_C00383	0.123	R04157	FALSE
C00013_C00989	0.123	R09279	FALSE
C00013_C04216	0.123	R05611,R08751,R11855	FALSE
C00013_C08276	0.123	R10820	FALSE
C00033_C04738	0.123	R04587	TRUE
C00040_C15864	0.123	R07547	FALSE
C00040_C15917	0.123	R07545	FALSE
C00073_C03392	0.123	R04153	FALSE
C05267_C05270	0.123	R04747	FALSE
C00002_C00621	0.122	R02186	FALSE
C00053_C03897	0.122	R03289	FALSE
C00053_C03898	0.122	R06809	FALSE
C00512_C07394	0.122	R08171	FALSE
C00009_C00257	0.121	R10832	FALSE
C00048_C17323	0.121	R08702	TRUE
C00001_C00009	0.12	R00086,R00104,R00105,R00118,R00122,R00126,R00127,R00128,R00130,R00138,R00139,R00140,R00141,R00155,R00156,R00158,R00159,R00173,R00174,R00177,R00183,R00185,R00188,R00200,R00239,R00241,R00299,R00303,R00304,R00947,R00315,R00317,R00318,R00328,R00330,R00332,R00335,R00341,R00480,R00497,R00508,R00509,R00511,R00512,R00513,R00514,R00518,R00539,R00548,R00549,R00554,R00569,R00570,R00575,R00582,R00615,R00616,R00617,R00618,R00719,R00722,R00723,R00747,R00756,R00760,R00867,R00762,R00763,R00774,R00805,R00841,R00847,R00866,R00872,R00894,R00910,R00912,R00942,R00949,R00961,R00963,R00964,R01003,R01004,R01010,R01011,R01021,R01043,R01050,R01051,R01059,R01092,R01121,R01126,R01131,R01137,R01150,R01164,R01185,R01186,R01187,R01201,R01227,R01228,R01326,R01600,R01786,R01334,R01353,R01395,R01417,R01421,R01441,R01468,R01476,R01980,R01495,R01511,R01512,R01514,R01515,R01523,R01526,R01639,R01901,R01541,R01547,R01562,R01567,R01569,R01573,R01585,R01654,R01664,R01665,R01666,R01667,R01688,R01737,R01748,R01754,R01771,R01788,R01805,R01843,R01845,R01857,R01877,R01881,R01888,R01902,R01909,R01911,R01917,R01926,R01961,R01967,R01968,R01991,R02029,R02071,R02088,R02089,R02090,R02092,R02093,R02094,R02095,R02098,R02099,R02102,R02134,R02135,R02136,R02148,R02167,R02225,R02227,R02228,R02237,R02239,R02240,R02245,R02248,R02249,R02303,R02323,R02324,R02326,R02330,R02331,R02370,R02412,R02430,R02439,R02493,R02494,R02575,R02584,R02585,R02587,R02597,R02649,R02650,R02658,R02664,R02705,R02706,R02719,R02730,R02731,R02732,R02741,R02750,R02757,R02758,R02778,R02783,R02786,R02788,R02848,R03576,R02853,R02865,R02866,R02927,R02929,R02971,R02976,R02980,R03150,R03272,R03274,R03449,R03516,R03013,R03014,R03241,R03018,R03024,R03060,R03095,R03151,R03273,R03450,R03515,R03161,R03182,R03193,R03236,R03245,R03286,R03315,R03330,R03346,R03347,R03350,R03361,R03362,R03371,R03372,R03384,R03387,R03393,R03394,R03395,R03409,R03427,R03428,R03433,R03429,R03430,R03434,R03454,R03471,R03478,R03479,R03496,R03530,R03607,R03691,R03766,R03770,R03780,R03785,R03822,R03840,R03920,R03939,R03944,R03969,R03993,R04542,R04002,R04023,R04126,R04143,R04144,R04162,R04167,R04235,R04317,R04369,R04372,R04388,R04391,R04401,R04403,R04555,R04404,R04448,R04463,R04479,R04509,R04513,R04545,R04573,R04591,R04594,R04617,R04621,R04657,R04730,R04779,R04780,R04928,R05086,R05202,R05221,R05626,R05627,R05634,R05646,R05647,R05661,R05789,R05790,R05791,R05799,R05800,R05801,R05806,R06520,R06521,R06522,R06529,R06531,R06588,R06836,R06870,R06871,R06875,R06976,R07127,R07279,R07280,R07297,R07298,R07299,R07302,R07383,R07394,R07404,R07414,R07582,R07583,R07584,R07642,R07674,R08061,R08062,R08063,R08064,R08069,R08070,R08079,R08071,R08124,R08154,R08200,R08217,R08241,R08242,R08323,R08352,R08353,R08354,R08355,R08480,R08548,R08572,R08658,R08844,R08899,R08906,R08962,R08967,R08968,R08964,R08981,R08982,R09087,R09378,R09401,R09532,R09590,R09592,R09593,R09594,R09595,R09596,R09640,R09644,R09664,R09729,R09767,R09770,R09771,R09775,R09776,R09827,R09877,R09945,R09946,R10093,R10235,R10486,R10531,R10546,R10547,R10548,R10561,R10622,R10657,R10677,R10678,R10693,R10748,R10772,R10776,R10779,R10780,R10821,R10892,R10901,R10902,R10929,R10930,R10941,R10942,R10943,R10944,R10948,R10950,R10951,R10953,R10970,R10973,R10993,R10994,R11024,R11039,R11064,R11085,R11090,R11173,R11180,R11183,R11184,R11185,R11207,R11234,R11240,R11251,R11281,R11400,R11406,R11440,R11460,R11461,R11527,R11536,R11551,R11552,R11706,R11707,R11784,R11803,R11785,R11933,R00437,R02184,R02884,R03632,R03744,R03754,R04275,R04358,R04589,R02185,R02187,R02189,R02186,R02188,R03142,R03363,R04906,R05671,R05675,R06776,R06837,R07643,R08252,R08299,R09091,R10011,R10888,R11245,R11305,R11480,R11680	FALSE
C00001_C00037	0.12	R08299	FALSE
C00001_C00048	0.12	R00365,R00366,R00369,R00372,R00373,R00588,R00652,R01957,R03121,R05862,R05863,R08702,R10179,R10908,R11351	FALSE
C00001_C00059	0.12	R11487	FALSE
C00001_C00160	0.12	R01333,R01335,R02336,R05287,R02857	FALSE
C00001_C00163	0.12	R05366	FALSE
C00001_C00511	0.12	R05358,R05362,R05551	FALSE
C00001_C00546	0.12	R02529	FALSE
C00001_C00583	0.12	R02376	FALSE
C00001_C00804	0.12	R02940	FALSE
C00001_C01478	0.12	R05751,R05747,R05752	FALSE
C00001_C01659	0.12	R05379	FALSE
C00001_C05665	0.12	R03139,R09076,R09077	FALSE
C00001_C05697	0.12	R07229	FALSE
C00001_C06108	0.12	R07156,R09643	FALSE
C00001_C06611	0.12	R05367,R05368	FALSE
C00001_C06755	0.12	R05286	FALSE
C00001_C07044	0.12	R10466	FALSE
C00001_C11142	0.12	R09498	FALSE
C00007_C00682	0.12	R00816	FALSE
C00007_C02480	0.12	R00817	FALSE
C00007_C03824	0.12	R05405	FALSE
C00007_C06603	0.12	R05246	FALSE
C00007_C06727	0.12	R05440	FALSE
C00007_C07084	0.12	R05417	FALSE
C00007_C07093	0.12	R05429	FALSE
C00007_C18232	0.12	R09125	FALSE
C00007_C20231	0.12	R09936,R09937	FALSE
C00009_C19887	0.12	R09777	FALSE
C00011_C00078	0.12	R00679,R00685	FALSE
C00011_C00331	0.12	R01974,R10181,R07161	FALSE
C00011_C00525	0.12	R00679,R00685	FALSE
C00011_C02367	0.12	R03747	FALSE
C00011_C04052	0.12	R04133,R04380	FALSE
C00011_C16597	0.12	R08214	FALSE
C00011_C17219	0.12	R08629	FALSE
C00011_C18338	0.12	R09278	FALSE
C00014_C00037	0.12	R00365,R00366,R00369,R00372,R00373,R00588,R00652,R01957,R03121,R05862,R05863,R08702,R10179,R10908,R11351	TRUE
C00014_C00986	0.12	R03139,R09076,R09077	FALSE
C00014_C01659	0.12	R05551	FALSE
C00014_C01888	0.12	R02529	FALSE
C00014_C02306	0.12	R00141	FALSE
C00014_C05670	0.12	R00917	FALSE
C00014_C05714	0.12	R03542,R07651	FALSE
C00053_C11301	0.12	R07287	FALSE
C00059_C04555	0.12	R03404,R03405	FALSE
C00067_C00966	0.12	R01216,R01226	TRUE
C00069_C03517	0.12	R03016	FALSE
C00132_C03716	0.12	R01144	TRUE
C00145_C21098	0.12	R11084	FALSE
C00156_C05809	0.12	R05615,R07267,R08752	TRUE
C00177_C00561	0.12	R01767	FALSE
C00245_C05122	0.12	R02797,R02798,R03720,R05835,R07296	TRUE
C00424_C03451	0.12	R03082	FALSE
C00462_C01812	0.12	R02336	FALSE
C00546_C03451	0.12	R02530	TRUE
C00698_C06609	0.12	R05367,R05368	FALSE
C00698_C06755	0.12	R05287	FALSE
C00698_C06790	0.12	R05500,R05501	FALSE
C05361_C07054	0.12	R08251	FALSE
C06108_C16487	0.12	R02857	FALSE
C00045_C17217	0.119	R08626	FALSE
C00124_C06216	0.119	R05141	FALSE
C00161_C17216	0.119	R08626	FALSE
C00002_C01204	0.118	R05202	FALSE
C00009_C01107	0.118	R10561	FALSE
C00024_C11986	0.118	R06503	FALSE
C00053_C02744	0.118	R03700	FALSE
C00053_C15559	0.118	R07289	FALSE
C00053_C20814	0.118	R10751	FALSE
C00053_C20907	0.118	R10868,R10869	FALSE
C00002_C02128	0.116	R03840	FALSE
C00002_C03281	0.116	R01888	FALSE
C00002_C11436	0.116	R05634	FALSE
C00009_C00645	0.116	R05326,R09942,R10829	FALSE
C00013_C00148	0.116	R06746	FALSE
C00013_C01546	0.116	R02986	FALSE
C00013_C02170	0.116	R03383	FALSE
C00013_C20827	0.116	R10759	FALSE
C00025_C00083	0.116	R09195	FALSE
C00025_C00097	0.116	R00895,R00896	FALSE
C00025_C00245	0.116	R01684,R05652,R07167	FALSE
C00025_C01021	0.116	R03120,R03121,R08683	FALSE
C00025_C01205	0.116	R04188	FALSE
C00025_C02261	0.116	R10991,R10992	FALSE
C00025_C05117	0.116	R11607	FALSE
C00026_C00109	0.116	R10991,R10992	FALSE
C00026_C00332	0.116	R11607	FALSE
C00026_C00349	0.116	R04188	FALSE
C00026_C00593	0.116	R01684,R05652,R07167	FALSE
C00026_C00957	0.116	R00895,R00896	FALSE
C00026_C00972	0.116	R03120,R03121,R08683	FALSE
C00037_C00328	0.116	R01957	FALSE
C00042_C00149	0.116	R00406,R00407,R00410,R01559,R01780,R02084,R02407,R02990,R03154,R05588,R06904,R10343,R10612,R10640,R10641,R10904,R11773	FALSE
C00042_C00490	0.116	R02407,R10600	FALSE
C00042_C01732	0.116	R10904	FALSE
C00048_C01252	0.116	R01957	FALSE
C00053_C03642	0.116	R03987	FALSE
C00053_C16261	0.116	R07798	FALSE
C00064_C06625	0.116	R09195	FALSE
C00073_C00719	0.116	R02821,R07244	FALSE
C00073_C05679	0.116	R04250	FALSE
C00073_C05689	0.116	R09373	FALSE
C00083_C12641	0.116	R06799	FALSE
C00083_C16299	0.116	R07910	FALSE
C00141_C00671	0.116	R02200	FALSE
C00157_C01884	0.116	R04227	FALSE
C00183_C00407	0.116	R02200	FALSE
C01180_C18904	0.116	R09373	FALSE
C03264_C21399	0.116	R11462	FALSE
C00022_C00166	0.115	R00692	FALSE
C00022_C00250	0.115	R01712	FALSE
C00022_C03771	0.115	R08197	FALSE
C00041_C00062	0.115	R08197	FALSE
C00041_C00079	0.115	R00692	FALSE
C00041_C00534	0.115	R01712	FALSE
C00045_C00062	0.115	R02924	FALSE
C00045_C00079	0.115	R10499	FALSE
C00045_C17221	0.115	R08630	FALSE
C00161_C00166	0.115	R10499	FALSE
C00161_C03771	0.115	R02924	FALSE
C00161_C17220	0.115	R08630	FALSE
C01879_C18005	0.114	R08910	TRUE
C16520_C20933	0.114	R10906	FALSE
C00002_C05981	0.113	R04545	FALSE
C00008_C00288	0.113	R00774,R07404	FALSE
C00009_C03175	0.113	R03460	FALSE
C00009_C04574	0.113	R05627	FALSE
C00019_C01008	0.113	R02572,R02573	FALSE
C00053_C06125	0.113	R04017,R04856	FALSE
C00270_C04927	0.112	R04650	TRUE
C00002_C03368	0.111	R03770	FALSE
C00002_C07030	0.111	R05675	FALSE
C00002_C11174	0.111	R05799,R09087	FALSE
C00002_C19850	0.111	R09729	FALSE
C00011_C00254	0.111	R01373,R01728,R01730	FALSE
C00011_C00643	0.111	R02701	FALSE
C00011_C00826	0.111	R00691,R00732,R00733	FALSE
C00011_C02794	0.111	R04172	FALSE
C00011_C05651	0.111	R04909	FALSE
C00011_C06581	0.111	R05377	FALSE
C00011_C16600	0.111	R08215	FALSE
C00011_C17223	0.111	R08636	FALSE
C00011_C20654	0.111	R10502	FALSE
C00011_C20913	0.111	R10887	FALSE
C00011_C21777	0.111	R11932	FALSE
C00013_C00180	0.111	R01422,R02452,R02453,R05506,R05587,R06310,R08171,R08430,R09528	FALSE
C00013_C00407	0.111	R11084	FALSE
C00013_C09822	0.111	R05620	FALSE
C00022_C01179	0.111	R09254	FALSE
C00022_C20954	0.111	R11038	FALSE
C00041_C00082	0.111	R09254	FALSE
C00041_C21068	0.111	R11038	FALSE
C00045_C17225	0.111	R08638	FALSE
C00045_C17235	0.111	R10503	FALSE
C00073_C05680	0.111	R04925	FALSE
C00083_C12647	0.111	R06800	FALSE
C00161_C17224	0.111	R08638	FALSE
C00161_C20327	0.111	R10503	FALSE
C00232_C00755	0.111	R08461	FALSE
C00334_C16666	0.111	R08461	FALSE
C00645_C04884	0.111	R04586	FALSE
C01144_C01144	0.111	R03276	FALSE
C00025_C00183	0.11	R01214	FALSE
C00025_C00431	0.11	R02274	FALSE
C00025_C01209	0.11	R11515	FALSE
C00025_C03283	0.11	R06977	FALSE
C00026_C00141	0.11	R01214	FALSE
C00026_C00441	0.11	R06977	FALSE
C00026_C03273	0.11	R02274	FALSE
C00042_C00815	0.11	R03154,R10640	FALSE
C00059_C00224	0.11	R00529,R01618	TRUE
C00059_C18044	0.11	R08942,R08978	FALSE
C00064_C00169	0.11	R00575,R01395	TRUE
C00064_C21430	0.11	R11515	FALSE
C00666_C04877	0.11	R02788	FALSE
C00009_C01143	0.109	R01121	FALSE
C00013_C04146	0.109	R05615,R07267,R08752	FALSE
C00440_C01008	0.109	R02573	FALSE
C05223_C06251	0.109	R05146	FALSE
C00045_C17229	0.108	R08643	FALSE
C00049_C19696	0.108	R09590	FALSE
C00161_C17228	0.108	R08643	FALSE
C03069_C16471	0.108	R08095	TRUE
C00002_C20245	0.107	R09946	FALSE
C00007_C02222	0.107	R03891	FALSE
C00007_C03453	0.107	R03246	FALSE
C00007_C03572	0.107	R06839	FALSE
C00007_C03585	0.107	R04258	FALSE
C00007_C03676	0.107	R04061	FALSE
C00007_C04112	0.107	R05299	FALSE
C00007_C04634	0.107	R05621,R05622,R07188	FALSE
C00007_C06210	0.107	R04089	FALSE
C00007_C06760	0.107	R05295	FALSE
C00007_C07089	0.107	R05406	FALSE
C00007_C12832	0.107	R06831	FALSE
C00007_C16266	0.107	R07827	FALSE
C00007_C16474	0.107	R08115	FALSE
C00007_C16475	0.107	R08114	FALSE
C00007_C18301	0.107	R09201	FALSE
C00007_C20232	0.107	R09937	FALSE
C00007_C20670	0.107	R10521	FALSE
C00069_C03120	0.107	R00857	TRUE
C00132_C20634	0.107	R10681	TRUE
C00145_C05752	0.107	R04960,R07766,R08157,R10172	FALSE
C00145_C20375	0.107	R10119	FALSE
C00145_C21505	0.107	R11872,R11873	FALSE
C00156_C03885	0.107	R07273,R08747,R08753,R08782	TRUE
C00177_C00650	0.107	R02676	FALSE
C00177_C03742	0.107	R02676	FALSE
C00218_C03153	0.107	R01585	TRUE
C00218_C03623	0.107	R01587	TRUE
C00706_C16236	0.107	R07766	FALSE
C00002_C01138	0.106	R02225,R02228	FALSE
C00002_C03731	0.106	R02227	FALSE
C00002_C20690	0.106	R08964,R10548	FALSE
C00009_C04376	0.106	R04463	FALSE
C00124_C01936	0.106	R05142	FALSE
C05761_C06026	0.106	R05075	FALSE
C00022_C00331	0.105	R10180	FALSE
C00041_C00078	0.105	R10180	FALSE
C00041_C00525	0.105	R10180	FALSE
C00045_C17233	0.105	R08647	FALSE
C00161_C17232	0.105	R08647	FALSE
C00011_C00345	0.104	R01528,R10221	FALSE
C00011_C12457	0.104	R06759,R06763	FALSE
C00011_C17227	0.104	R08642	FALSE
C00011_C21442	0.104	R11578	FALSE
C00013_C00108	0.104	R00982,R10681,R11586,R11588	FALSE
C00013_C00156	0.104	R01300,R01301,R11872	FALSE
C00013_C00587	0.104	R09589	FALSE
C00013_C02370	0.104	R03932	FALSE
C00013_C02371	0.104	R08117	FALSE
C00013_C06104	0.104	R06944	FALSE
C00013_C07086	0.104	R02539,R02576,R05841,R09840	FALSE
C00025_C00049	0.104	R00355,R00357,R00359,R00373,R00400,R00493,R00578,R00695,R01713,R01731,R05053,R07164,R07165	FALSE
C00025_C00073	0.104	R07396	FALSE
C00025_C00077	0.104	R00667,R01343,R03248	FALSE
C00025_C00123	0.104	R01090	FALSE
C00025_C00407	0.104	R02199	FALSE
C00025_C00606	0.104	R02619	FALSE
C00025_C01933	0.104	R03053	FALSE
C00025_C02378	0.104	R05507	FALSE
C00026_C00036	0.104	R00355,R00357,R00359,R00373,R00400,R00493,R00578,R00695,R01713,R01731,R05053,R07164,R07165	FALSE
C00026_C00233	0.104	R01090	FALSE
C00026_C00671	0.104	R02199	FALSE
C00026_C00902	0.104	R03053	FALSE
C00026_C01110	0.104	R03248	FALSE
C00026_C01165	0.104	R00667,R01343,R03248	FALSE
C00026_C01180	0.104	R07396	FALSE
C00026_C05527	0.104	R02619	FALSE
C00026_C06102	0.104	R05507	FALSE
C00042_C00846	0.104	R02990	FALSE
C00042_C03761	0.104	R02084	FALSE
C00064_C00152	0.104	R00578	FALSE
C00073_C06459	0.104	R02592	FALSE
C00645_C04925	0.104	R04183	FALSE
C00018_C00022	0.103	R01147	FALSE
C00020_C00037	0.103	R08299	FALSE
C00041_C00647	0.103	R01147	FALSE
C00045_C05651	0.103	R04913	FALSE
C00161_C05652	0.103	R04913	FALSE
C00053_C04589	0.102	R04476	FALSE
C00053_C04920	0.102	R04643	FALSE
C00002_C00005	0.101	R00105	FALSE
C00002_C00006	0.101	R00104,R00118	FALSE
C00002_C01280	0.101	R03395	FALSE
C00002_C21156	0.101	R11184,R11305	FALSE
C00025_C00692	0.101	R02783	FALSE
C00439_C00664	0.101	R02287,R02729	FALSE
C01045_C03479	0.101	R03189	FALSE
C00025_C00047	0.1	R00457	FALSE
C00025_C00506	0.1	R02433	FALSE
C00025_C05672	0.1	R04051	FALSE
C00026_C02798	0.1	R04051	FALSE
C00026_C04076	0.1	R00457	FALSE
C00026_C05528	0.1	R02433	FALSE
C00026_C06030	0.1	R04269	FALSE
C00008_C00037	0.099	R04144,R08299	FALSE
C00013_C00318	0.099	R11632	FALSE
C00013_C00423	0.099	R02255,R02506,R07796	FALSE
C00013_C00642	0.099	R02699,R04776,R04777	FALSE
C00013_C02656	0.099	R03209,R03210	FALSE
C00013_C02657	0.099	R11370	FALSE
C00013_C03005	0.099	R07416	FALSE
C00013_C06670	0.099	R05451	FALSE
C00019_C03395	0.099	R01349	FALSE
C00019_C07308	0.099	R05756	FALSE
C00036_C01127	0.099	R05053	FALSE
C00049_C03079	0.099	R05053	FALSE
C00073_C06184	0.099	R05131	FALSE
C00124_C06136	0.099	R05112	TRUE
C00002_C02574	0.098	R03607	FALSE
C00002_C03796	0.098	R03780	FALSE
C00009_C21153	0.098	R11173	FALSE
C00053_C11553	0.098	R05798	FALSE
C18001_C20684	0.098	R10543,R10544	FALSE
C00001_C00022	0.097	R00195,R00203,R00205,R00368,R00396,R00398,R00452,R00562,R00666,R00673,R00728,R00906,R01031,R01032,R01286,R01584,R01683,R02408,R02953,R03528,R03037,R03732,R04941,R05861,R08170,R08654,R08660,R08667,R08686,R08698,R09366,R10147,R10583,R11352,R11463	FALSE
C00001_C00045	0.097	R04191	FALSE
C00001_C00099	0.097	R00904,R00911,R00917,R01166,R03288,R03935,R09648,R00914	FALSE
C00001_C00116	0.097	R01047,R01104	FALSE
C00001_C00161	0.097	R00145,R00146,R00493,R01258,R01259,R01340,R01261,R01337,R01338,R01339,R01343,R01344,R01346,R02459,R02851,R02924,R04913,R06124,R08618,R08622,R08626,R08630,R08638,R08643,R08647,R08683,R10499,R10503,R01342,R06131,R07166,R09493	FALSE
C00001_C00186	0.097	R01446,R01735,R01448,R01736,R09796,R10691	FALSE
C00001_C00209	0.097	R00338,R00466,R11617	FALSE
C00001_C00222	0.097	R09983,R10947	FALSE
C00001_C00246	0.097	R03781,R04119	FALSE
C00001_C00347	0.097	R02039	FALSE
C00001_C00555	0.097	R01151,R01155,R01914,R07275,R07408,R08714,R01915	FALSE
C00001_C00827	0.097	R02963	FALSE
C00001_C01013	0.097	R03158,R09286	FALSE
C00001_C02489	0.097	R03830,R04090,R07308,R07309,R07310	FALSE
C00001_C02632	0.097	R05364	FALSE
C00001_C02659	0.097	R10040	FALSE
C00001_C03219	0.097	R11641	FALSE
C00001_C05668	0.097	R03045	FALSE
C00001_C05712	0.097	R04949	FALSE
C00001_C06144	0.097	R05119	FALSE
C00001_C06384	0.097	R05172	FALSE
C00001_C07330	0.097	R05708	FALSE
C00001_C14860	0.097	R07095	FALSE
C00007_C03918	0.097	R05407	FALSE
C00007_C04314	0.097	R02968	FALSE
C00007_C05653	0.097	R04915,R05719	FALSE
C00007_C06336	0.097	R05156	FALSE
C00007_C06720	0.097	R05665	FALSE
C00007_C06729	0.097	R05290,R05291	FALSE
C00007_C06731	0.097	R05428	FALSE
C00007_C07087	0.097	R05404	FALSE
C00007_C07095	0.097	R05409	FALSE
C00007_C16479	0.097	R08109	FALSE
C00007_C16482	0.097	R08100	FALSE
C00007_C18238	0.097	R09130,R09131	FALSE
C00007_C18318	0.097	R09237	FALSE
C00011_C01143	0.097	R01121	FALSE
C00011_C05656	0.097	R04918	FALSE
C00011_C06640	0.097	R05376	FALSE
C00011_C17231	0.097	R08646	FALSE
C00011_C21295	0.097	R11346	FALSE
C00013_C04145	0.097	R07273,R08747,R08753,R08782	FALSE
C00014_C00041	0.097	R00396,R05861	FALSE
C00014_C00045	0.097	R00145,R00146,R00493,R01258,R01259,R01340,R01261,R01337,R01338,R01339,R01343,R01344,R01346,R02459,R02851,R02924,R04913,R06124,R08618,R08622,R08626,R08630,R08638,R08643,R08647,R08683,R10499,R10503,R01342,R06131,R07166,R09493	FALSE
C00014_C00134	0.097	R01151,R01155,R01914,R07275,R07408,R08714,R01915	FALSE
C00014_C01444	0.097	R11617	FALSE
C00014_C02218	0.097	R08698	FALSE
C00014_C02335	0.097	R03046	FALSE
C00014_C06383	0.097	R05172	FALSE
C00014_C19779	0.097	R09648	FALSE
C00014_C20253	0.097	R09983,R10947	FALSE
C00059_C04864	0.097	R03517,R03518	FALSE
C00059_C04865	0.097	R03518	FALSE
C00067_C03394	0.097	R01014	TRUE
C00069_C06357	0.097	R04411	TRUE
C00132_C06358	0.097	R04409,R04410,R04411,R05061	TRUE
C00145_C05535	0.097	R04390,R04863	FALSE
C00145_C19845	0.097	R10124	FALSE
C00237_C06330	0.097	R04915,R05719	FALSE
C00237_C11503	0.097	R04915,R05719	FALSE
C00462_C02103	0.097	R03830,R04090,R07308,R07309,R07310	FALSE
C00698_C06789	0.097	R05499,R05753	FALSE
C00124_C08907	0.096	R10530	FALSE
C20684_C20699	0.096	R10544	FALSE
C00002_C21366	0.095	R11400	FALSE
C00013_C00811	0.095	R01616	FALSE
C00013_C07114	0.095	R05452	FALSE
C00013_C11924	0.095	R06368	FALSE
C00013_C11943	0.095	R06409,R06410	FALSE
C00013_C16462	0.095	R08088	FALSE
C00025_C00135	0.095	R01161	FALSE
C00025_C00956	0.095	R01939	FALSE
C00025_C01005	0.095	R04173	FALSE
C00025_C03079	0.095	R03266,R05052,R05053	FALSE
C00026_C00322	0.095	R01939	FALSE
C00026_C01127	0.095	R03266,R05052,R05053	FALSE
C00026_C03232	0.095	R04173	FALSE
C00026_C03277	0.095	R01161	FALSE
C00036_C00166	0.095	R00695	FALSE
C00036_C00250	0.095	R01713	FALSE
C00049_C00079	0.095	R00695	FALSE
C00049_C00534	0.095	R01713	FALSE
C00073_C00745	0.095	R06738	FALSE
C00318_C01181	0.095	R10644	FALSE
C00318_C04114	0.095	R10643,R10644,R10675,R11632	FALSE
C00025_C18802	0.094	R09594	TRUE
C00025_C19151	0.094	R09401	TRUE
C05232_C05232	0.094	R04729	FALSE
C00009_C00043	0.093	R00660,R01826,R03254,R03460	FALSE
C00079_C02135	0.093	R09535	TRUE
C00189_C11695	0.093	R09536	TRUE
C00270_C06140	0.093	R05117	TRUE
C00002_C00348	0.092	R05626	FALSE
C00011_C18256	0.091	R09166	FALSE
C00011_C20911	0.091	R10884	FALSE
C00013_C00082	0.091	R06751	FALSE
C00013_C01197	0.091	R01943	FALSE
C00013_C01481	0.091	R01943,R11206	FALSE
C00013_C04368	0.091	R11367	FALSE
C00013_C07159	0.091	R10003	FALSE
C00013_C10858	0.091	R06731	FALSE
C00013_C11405	0.091	R06515,R06397	FALSE
C00013_C21326	0.091	R11392	FALSE
C00073_C13747	0.091	R07943	FALSE
C00136_C05269	0.091	R01177	FALSE
C00025_C00079	0.09	R00694,R01582	FALSE
C00025_C00437	0.09	R02283	FALSE
C00025_C00534	0.09	R05839	FALSE
C00025_C03493	0.09	R04234,R06626	FALSE
